"codigo_ocorrencia","codigo_ocorrencia2","ocorrencia_classificacao","ocorrencia_cidade","ocorrencia_uf","ocorrencia_aerodromo","ocorrencia_dia","ocorrencia_hora","total_recomendacoes"
"79751","79751","ACIDENTE","PRESIDENTE CASTELO BRANCO","PR","SSXO","12/27/2020","12:30:00","0"
"79749","79749","ACIDENTE","MARITUBA","PA","***","12/26/2020","12:05:00","0"
"79748","79748","ACIDENTE","SANTANA DO LIVRAMENTO","RS","APUA","12/23/2020","13:30:00","1"
"79787","79787","INCIDENTE","FORTALEZA","CE","SBFZ","12/23/2020","18:30:00","0"
"79776","79776","ACIDENTE","UBERLÂNDIA","MG","SBUL","12/22/2020","21:21:00","0"
"79745","79745","INCIDENTE","MARABÁ","PA","SBMA","12/21/2020","8:47:00","0"
"79759","79759","INCIDENTE","PORTO ALEGRE","RS","SBPA","12/21/2020","23:14:00","0"
"79766","79766","INCIDENTE GRAVE","JUIZ DE FORA","MG","SBJF","12/21/2020","16:20:00","0"
"79799","79799","INCIDENTE","MUITOS CAPÕES","RS","***","12/21/2020","13:30:00","0"
"79746","79746","INCIDENTE","MANAUS","AM","SWFN","12/20/2020","20:40:00","0"
"79752","79752","INCIDENTE","SALVADOR","BA","***","12/19/2020","15:30:00","0"
"79785","79785","INCIDENTE","MANAUS","AM","SBEG","12/19/2020","12:37:00","0"
"79741","79741","INCIDENTE","BELO HORIZONTE","MG","SBBH","12/18/2020","22:57:00","0"
"79742","79742","ACIDENTE","SANTA HELENA DE GOIÁS","GO","***","12/18/2020","14:00:00","0"
"79743","79743","ACIDENTE","GOIATUBA","GO","***","12/18/2020","13:00:00","0"
"79744","79744","INCIDENTE","BELO HORIZONTE","MG","SBCF","12/18/2020","2:34:00","0"
"79737","79737","INCIDENTE","BELO HORIZONTE","MG","SBBH","12/17/2020","17:13:00","0"
"79740","79740","INCIDENTE","RIO LARGO","AL","SBMO","12/17/2020","14:26:00","0"
"79738","79738","INCIDENTE","ITUMBIARA","GO","**NI","12/16/2020","20:30:00","0"
"79729","79729","ACIDENTE","TAILÂNDIA","PA","***","12/15/2020","20:00:00","0"
"79723","79723","ACIDENTE","SÃO JOSÉ DOS PINHAIS","PR","SSUL","12/13/2020","16:15:00","0"
"79726","79726","INCIDENTE GRAVE","BELO HORIZONTE","MG","SBPR","12/13/2020","13:41:00","0"
"79719","79719","ACIDENTE","RIO BRILHANTE","MS","***","12/12/2020","18:00:00","0"
"79722","79722","INCIDENTE GRAVE","PERDIZES","MG","***","12/12/2020","17:22:00","0"
"79718","79718","INCIDENTE GRAVE","SÃO PAULO","SP","SBMT","12/11/2020","13:50:00","0"
"79724","79724","ACIDENTE","ANGRA DOS REIS","RJ","***","12/11/2020","21:15:00","0"
"79716","79716","INCIDENTE GRAVE","NÃO IDENTIFICADA","MS","***","12/9/2020","19:50:00","0"
"79720","79720","ACIDENTE","SANT'ANA DO LIVRAMENTO","RS","***","12/9/2020","21:30:00","0"
"79711","79711","INCIDENTE","PORTO VELHO","RO","SBPV","12/8/2020","4:23:00","0"
"79714","79714","INCIDENTE","RIO DE JANEIRO","RJ","9PAA","12/8/2020","14:50:00","0"
"79717","79717","ACIDENTE","NÃO IDENTIFICADA","MT","***","12/8/2020","17:00:00","1"
"79725","79725","INCIDENTE","LONDRINA","PR","SBLO","12/8/2020","18:55:00","0"
"79712","79712","INCIDENTE GRAVE","BOM JESUS","PI","***","12/6/2020","11:00:00","0"
"79713","79713","ACIDENTE","SANTA VITÓRIA DO PALMAR","RS","***","12/6/2020","13:15:00","3"
"79707","79707","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","12/5/2020","12:25:00","0"
"79705","79705","INCIDENTE GRAVE","SOROCABA","SP","SDCO","12/4/2020","15:30:00","0"
"79739","79739","INCIDENTE GRAVE","SÃO PAULO","SP","SBSP","12/3/2020","14:42:00","0"
"79701","79701","ACIDENTE","QUATRO BARRAS","PR","***","12/2/2020","16:35:00","0"
"79702","79702","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","12/2/2020","16:30:00","0"
"79750","79750","INCIDENTE","GOIÂNIA","GO","SBNV","12/1/2020","11:30:00","0"
"79697","79697","ACIDENTE","POCONÉ","MT","***","11/30/2020","18:00:00","0"
"79699","79699","INCIDENTE","GUARULHOS","SP","SBGR","11/30/2020","17:00:00","0"
"79696","79696","INCIDENTE GRAVE","QUIRINÓPOLIS","GO","***","11/29/2020","10:00:00","0"
"79692","79692","ACIDENTE","CATANDUVA","SP","SDCD","11/28/2020","12:50:00","1"
"79703","79703","INCIDENTE","JOÃO PESSOA","PB","SBJP","11/28/2020","16:00:00","0"
"79691","79691","INCIDENTE GRAVE","BELO HORIZONTE","MG","SBBH","11/26/2020","20:10:00","0"
"79694","79694","INCIDENTE","BRASÍLIA","DF","SBBR","11/26/2020","10:28:00","0"
"79688","79688","INCIDENTE","TRÊS MARIAS","MG","SNAS","11/25/2020","15:40:00","0"
"79704","79704","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","11/25/2020","13:07:00","0"
"79690","79690","INCIDENTE GRAVE","PORTO NACIONAL","TO","SWEJ","11/24/2020","20:00:00","0"
"79709","79709","INCIDENTE","MANAUS","AM","SBEG","11/24/2020","1:00:00","0"
"79689","79689","INCIDENTE","QUERÊNCIA","MT","**NI","11/23/2020","16:30:00","0"
"79698","79698","INCIDENTE","MACEIÓ","AL","SBMO","11/23/2020","10:35:00","0"
"79706","79706","INCIDENTE","BELO HORIZONTE","MG","SBPR","11/23/2020","14:00:00","0"
"79700","79700","INCIDENTE","BRASÍLIA","DF","SBBR","11/20/2020","0:15:00","0"
"79685","79685","ACIDENTE","IPIXUNA DO PARÁ","PA","**NI","11/19/2020","15:00:00","0"
"79687","79687","INCIDENTE","ALTAMIRA","PA","SBIH","11/19/2020","17:26:00","0"
"79679","79679","INCIDENTE","GUARULHOS","SP","SBGR","11/17/2020","16:00:00","0"
"79684","79684","INCIDENTE","PORTO ALEGRE","RS","SBPA","11/17/2020","20:18:00","0"
"79730","79730","INCIDENTE","SÃO PAULO","SP","***","11/17/2020","16:00:00","0"
"79672","79672","INCIDENTE","IGARASSU","PE","SIFC","11/16/2020","10:50:00","0"
"79678","79678","ACIDENTE","VILA BELA DA SANTÍSSIMA TRINDADE","MT","***","11/16/2020","14:15:00","0"
"79683","79683","INCIDENTE","CRUZEIRO DO SUL","AC","SBCZ","11/16/2020","22:00:00","0"
"79673","79673","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","11/15/2020","22:52:00","0"
"79680","79680","INCIDENTE","FLORIANÓPOLIS","SC","SBFL","11/15/2020","1:40:00","0"
"79668","79668","INCIDENTE","SÃO LUÍS","MA","SBSL","11/14/2020","12:12:00","0"
"79669","79669","ACIDENTE","SÃO PEDRO","SP","***","11/14/2020","14:20:00","0"
"79670","79670","INCIDENTE","PORTO SEGURO","BA","SBPS","11/14/2020","23:16:00","0"
"79671","79671","ACIDENTE","SÃO MIGUEL DO IGUAÇU","PR","***","11/14/2020","12:40:00","0"
"79674","79674","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","11/13/2020","6:39:00","0"
"79666","79666","INCIDENTE","BELÉM","PA","SBBE","11/12/2020","19:30:00","0"
"79667","79667","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","11/11/2020","1:20:00","0"
"79681","79681","INCIDENTE","BOM RETIRO","SC","***","11/11/2020","17:00:00","0"
"79874","79874","ACIDENTE","ARAPONGAS","PR","***","11/8/2020","21:00:00","0"
"79664","79664","INCIDENTE","BOITUVA","SP","***","11/7/2020","9:39:00","0"
"79652","79652","INCIDENTE","CONFINS","MG","SBCF","11/6/2020","14:20:00","0"
"79663","79663","INCIDENTE GRAVE","ANANINDEUA","PA","SBBE","11/6/2020","14:57:00","0"
"79675","79675","INCIDENTE","SÃO FRANCISCO DO SUL","SC","***","11/6/2020","14:30:00","0"
"79650","79650","INCIDENTE","TAPES","RS","***","11/5/2020","16:30:00","0"
"79648","79648","INCIDENTE","PORTO SEGURO","BA","SBPS","11/4/2020","16:18:00","0"
"79649","79649","INCIDENTE","CAMPINAS","SP","SBKP","11/4/2020","22:39:00","0"
"79647","79647","INCIDENTE","PORTO ALEGRE","RS","SBPA","11/1/2020","18:20:00","0"
"79640","79640","ACIDENTE","IGARATINGA","MG","SSDK","10/30/2020","20:50:00","0"
"79641","79641","INCIDENTE GRAVE","CAUCAIA","CE","***","10/30/2020","15:45:00","0"
"79646","79646","INCIDENTE","BELÉM","PA","SBBE","10/30/2020","12:17:00","0"
"79651","79651","ACIDENTE","BRASÍLIA","DF","SSGP","10/30/2020","14:00:00","0"
"79636","79636","ACIDENTE","PALMAS","TO","***","10/29/2020","20:00:00","0"
"79644","79644","INCIDENTE","BELÉM","PA","SBJC","10/29/2020","19:28:00","0"
"79639","79639","INCIDENTE","RIBEIRÃO PRETO","SP","SBRP","10/28/2020","16:15:00","0"
"79645","79645","ACIDENTE","ALTO ALEGRE","RR","***","10/28/2020","12:25:00","0"
"79634","79634","INCIDENTE","CAMPOS DOS GOYTACAZES","RJ","***","10/26/2020","15:57:00","0"
"79637","79637","INCIDENTE","JOINVILLE","SC","SBJV","10/26/2020","16:44:00","0"
"79627","79627","ACIDENTE","BIRITIBA-MIRIM","SP","SDIH","10/24/2020","18:50:00","0"
"79632","79632","INCIDENTE","TABATINGA","AM","SBTT","10/22/2020","19:54:00","0"
"79623","79623","INCIDENTE GRAVE","CARAZINHO","RS","SSKZ","10/21/2020","14:40:00","0"
"79626","79626","INCIDENTE","MARINGÁ","PR","SBMG","10/21/2020","13:47:00","0"
"79617","79617","INCIDENTE","LÁBREA","AM","SWLB","10/19/2020","12:39:00","0"
"79624","79624","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","10/19/2020","19:00:00","0"
"79625","79625","INCIDENTE GRAVE","CASCAVEL","PR","SBCA","10/19/2020","20:35:00","0"
"79607","79607","ACIDENTE","RAPOSA","MA","***","10/17/2020","12:30:00","0"
"79606","79606","INCIDENTE","MACAPÁ","AP","SBMQ","10/16/2020","17:45:00","0"
"79618","79618","INCIDENTE","CANTÁ","RR","SWPD","10/16/2020","17:30:00","0"
"79619","79619","ACIDENTE","FEIJÓ","AC","***","10/16/2020","20:00:00","1"
"79620","79620","ACIDENTE","URUGUAIANA","RS","***","10/16/2020","14:30:00","0"
"79605","79605","ACIDENTE","PRIMAVERA DO LESTE","MT","SWPY","10/15/2020","15:40:00","0"
"79621","79621","ACIDENTE","RIO CLARO","RJ","***","10/15/2020","11:00:00","0"
"79601","79601","INCIDENTE","SÃO JOSÉ DOS CAMPOS","SP","SBSJ","10/14/2020","12:06:00","0"
"79728","79728","INCIDENTE","FLORIANÓPOLIS","SC","***","10/14/2020","13:59:00","0"
"79609","79609","INCIDENTE GRAVE","CUIABÁ","MT","***","10/13/2020","18:45:00","0"
"79598","79598","ACIDENTE","ROSANA","SP","***","10/11/2020","11:20:00","0"
"79600","79600","ACIDENTE","POCONÉ","MT","***","10/10/2020","13:30:00","0"
"79599","79599","ACIDENTE","CORUMBÁ","MS","***","10/8/2020","16:00:00","0"
"79592","79592","INCIDENTE","ARAÇATUBA","SP","SBAU","10/7/2020","15:30:00","0"
"79595","79595","ACIDENTE","PIRAQUARA","PR","SISY","10/7/2020","14:55:00","0"
"79585","79585","INCIDENTE","SÃO PAULO","SP","SBMT","10/6/2020","15:25:00","0"
"80006","80006","ACIDENTE","TRINDADE","GO","***","10/6/2020","18:00:00","0"
"79608","79608","ACIDENTE","PARAGOMINAS","PA","***","10/4/2020","12:00:00","0"
"79582","79582","INCIDENTE","LONDRINA","PR","SBLO","10/3/2020","16:35:00","0"
"79574","79574","ACIDENTE","NOVA ANDRADINA","MS","***","10/2/2020","9:20:00","0"
"79577","79577","INCIDENTE","CRUZ","CE","**NI","10/2/2020","16:18:00","0"
"79584","79584","INCIDENTE","CAMPINAS","SP","SBKP","10/2/2020","19:02:00","0"
"79588","79588","INCIDENTE","CAMPINAS","SP","SBKP","10/2/2020","10:50:00","0"
"79575","79575","INCIDENTE","SÃO PAULO","SP","SBSP","10/1/2020","20:05:00","0"
"79580","79580","ACIDENTE","BRAGANÇA PAULISTA","SP","SBBP","10/1/2020","20:08:00","0"
"79568","79568","ACIDENTE","CAMAPUÃ","MS","***","9/30/2020","10:50:00","0"
"79569","79569","INCIDENTE","LONDRINA","PR","SSOK","9/30/2020","13:15:00","0"
"79589","79589","INCIDENTE GRAVE","FORTALEZA","CE","SBFZ","9/30/2020","17:26:00","0"
"79570","79570","INCIDENTE","LINS","SP","***","9/29/2020","18:30:00","0"
"79572","79572","ACIDENTE","SANTA TEREZINHA","MT","***","9/29/2020","19:15:00","0"
"79573","79573","INCIDENTE","PIRAJUÍ","SP","***","9/29/2020","18:30:00","0"
"79566","79566","INCIDENTE GRAVE","REGENTE FEIJÓ","SP","SDYJ","9/27/2020","19:33:00","0"
"79571","79571","INCIDENTE","BRASÍLIA","DF","SBBR","9/27/2020","22:39:00","0"
"79586","79586","INCIDENTE","TEFÉ","AM","SBTF","9/26/2020","15:56:00","0"
"79587","79587","INCIDENTE","CONFINS","MG","SBCF","9/25/2020","11:00:00","0"
"79565","79565","ACIDENTE","NOVO PROGRESSO","PA","***","9/23/2020","17:55:00","1"
"79555","79555","ACIDENTE","FORMOSA","GO","SWFR","9/20/2020","18:44:00","0"
"79591","79591","INCIDENTE","MANAUS","AM","SBEG","9/20/2020","18:50:00","0"
"79552","79552","INCIDENTE","TERESÓPOLIS","RJ","***","9/19/2020","15:05:00","0"
"79554","79554","INCIDENTE","SOROCABA","SP","SDCO","9/19/2020","14:20:00","0"
"79559","79559","ACIDENTE","BRUSQUE","SC","**NI","9/19/2020","19:56:00","0"
"79563","79563","ACIDENTE","COLOMBO","PR","***","9/18/2020","21:39:00","0"
"79547","79547","ACIDENTE","CRIXÁS","GO","***","9/16/2020","14:40:00","0"
"79548","79548","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","9/16/2020","17:45:00","0"
"79543","79543","ACIDENTE","ANAPU","PA","***","9/14/2020","20:00:00","0"
"79537","79537","INCIDENTE GRAVE","ANGRA DOS REIS","RJ","SDAG","9/13/2020","16:45:00","0"
"79538","79538","INCIDENTE","MACAÉ","RJ","9PSD","9/13/2020","14:40:00","0"
"79556","79556","INCIDENTE","RIO DE JANEIRO","RJ","SBRJ","9/13/2020","23:10:00","0"
"79564","79564","INCIDENTE GRAVE","ARAPIRACA","AL","SNAL","9/13/2020","16:40:00","0"
"79540","79540","INCIDENTE GRAVE","SÃO PAULO","SP","***","9/12/2020","13:10:00","0"
"79542","79542","ACIDENTE","TAPIRATIBA","SP","**NI","9/12/2020","23:00:00","0"
"79550","79550","INCIDENTE GRAVE","MARINGÁ","PR","SBMG","9/12/2020","14:20:00","0"
"79541","79541","ACIDENTE","BAURU","SP","***","9/11/2020","13:55:00","0"
"79544","79544","ACIDENTE","JUTI","MS","***","9/11/2020","0:00:00","0"
"79545","79545","INCIDENTE","BALNEÁRIO CAMBORIÚ","SC","***","9/11/2020","18:05:00","0"
"79532","79532","INCIDENTE","CUIABÁ","MT","SBCY","9/10/2020","12:53:00","0"
"79539","79539","INCIDENTE","CAMPINAS","SP","SBKP","9/10/2020","23:40:00","0"
"79546","79546","INCIDENTE","CURITIBA","PR","SBBI","9/9/2020","16:20:00","0"
"79534","79534","INCIDENTE","RECIFE","PE","SBRF","9/8/2020","23:12:00","0"
"79536","79536","ACIDENTE","SANTA ROSA","RS","SSZR","9/8/2020","21:00:00","2"
"79524","79524","ACIDENTE","BELO HORIZONTE","MG","SBBH","9/7/2020","21:26:00","0"
"79531","79531","INCIDENTE","BOITUVA","SP","SDOI","9/6/2020","18:00:00","0"
"79525","79525","INCIDENTE","VÁRZEA GRANDE","MT","SBCY","9/4/2020","23:10:00","0"
"79520","79520","ACIDENTE","CAMPO GRANDE","MS","SSKG","9/3/2020","10:30:00","0"
"79528","79528","INCIDENTE","MANAUS","AM","SBEG","9/3/2020","11:29:00","0"
"79519","79519","INCIDENTE GRAVE","RIBAS DO RIO PARDO","MS","APUA","9/2/2020","17:00:00","0"
"79527","79527","INCIDENTE","MACEIÓ","AL","SBMO","9/2/2020","19:30:00","0"
"79517","79517","INCIDENTE","PARÁ DE MINAS","MG","SNPA","9/1/2020","18:36:00","0"
"79518","79518","ACIDENTE","CACOAL","RO","***","9/1/2020","15:00:00","0"
"79515","79515","INCIDENTE","ARIPUANÃ","MT","**NI","8/31/2020","15:30:00","0"
"79529","79529","INCIDENTE","PARÁ DE MINAS","MG","SNPA","8/31/2020","18:00:00","0"
"79516","79516","INCIDENTE","CURITIBA","PR","SBBI","8/30/2020","16:42:00","0"
"79511","79511","INCIDENTE","DIAMANTINA","MG","SNDT","8/29/2020","20:39:00","0"
"79509","79509","INCIDENTE","AMERICANA","SP","SDAI","8/28/2020","11:10:00","0"
"79510","79510","ACIDENTE","TERESINA","PI","***","8/28/2020","16:15:00","0"
"79512","79512","INCIDENTE GRAVE","ARAQUARI","SC","SWON","8/27/2020","11:30:00","0"
"79504","79504","ACIDENTE","SÃO PAULO","SP","SBMT","8/26/2020","13:10:00","0"
"79505","79505","ACIDENTE","GUARATINGUETÁ","SP","SBGW","8/26/2020","17:10:00","1"
"79521","79521","INCIDENTE","SÃO PAULO","SP","SBSP","8/26/2020","22:47:00","0"
"79501","79501","INCIDENTE","CURITIBA","PR","SBBI","8/25/2020","18:52:00","0"
"79508","79508","INCIDENTE","BOA VISTA","RR","SBBV","8/25/2020","21:10:00","0"
"79502","79502","ACIDENTE","NOBRES","MT","***","8/24/2020","15:30:00","0"
"79507","79507","INCIDENTE","CAMPINAS","SP","SBKP","8/24/2020","13:15:00","0"
"79514","79514","INCIDENTE","SÃO PAULO","SP","SBGR","8/23/2020","13:35:00","0"
"79500","79500","INCIDENTE","CURITIBA","PR","SBBI","8/22/2020","17:15:00","0"
"79495","79495","ACIDENTE","MACAPÁ","AP","***","8/21/2020","20:15:00","0"
"79497","79497","ACIDENTE","SÃO DESIDÉRIO","BA","***","8/20/2020","18:20:00","2"
"79499","79499","INCIDENTE","RECIFE","PE","SBRF","8/20/2020","4:10:00","0"
"79493","79493","ACIDENTE","UNAÍ","MG","***","8/18/2020","20:20:00","0"
"79522","79522","INCIDENTE","FLORIANÓPOLIS","SC","SBFL","8/17/2020","16:25:00","0"
"79488","79488","INCIDENTE GRAVE","ITIRAPINA","SP","SDJA","8/15/2020","23:40:00","0"
"79489","79489","INCIDENTE GRAVE","SANTA CRUZ DO SUL","RS","SSSC","8/15/2020","13:23:00","0"
"79492","79492","INCIDENTE","PRIMAVERA DO LESTE","MT","SWPY","8/15/2020","20:00:00","0"
"79496","79496","INCIDENTE","BELO HORIZONTE","MG","SBBH","8/15/2020","19:00:00","0"
"79483","79483","INCIDENTE GRAVE","JUNDIAÍ","SP","SBJD","8/13/2020","11:50:00","0"
"79491","79491","INCIDENTE GRAVE","ANÁPOLIS","GO","SWNS","8/13/2020","13:00:00","0"
"79481","79481","INCIDENTE","BELÉM","PA","SBBE","8/12/2020","14:19:00","0"
"79482","79482","INCIDENTE","SÃO PAULO","SP","SBGR","8/12/2020","14:20:00","0"
"79485","79485","INCIDENTE","MACAPÁ","AP","SBMQ","8/12/2020","16:33:00","0"
"79487","79487","INCIDENTE","BELO HORIZONTE","MG","SBPR","8/11/2020","15:30:00","0"
"79479","79479","INCIDENTE","JUNDIAÍ","SP","SBJD","8/10/2020","21:00:00","0"
"79475","79475","INCIDENTE","RIO DE JANEIRO","RJ","***","8/9/2020","12:10:00","0"
"79486","79486","ACIDENTE","SINOP","MT","**NI","8/9/2020","12:00:00","0"
"79484","79484","ACIDENTE","GURUPI","TO","SWGI","8/8/2020","13:20:00","0"
"79474","79474","INCIDENTE GRAVE","SÃO JOSÉ DO RIO PRETO","SP","SBSR","8/6/2020","20:55:00","0"
"79478","79478","INCIDENTE","RIO DE JANEIRO","RJ","SBGL","8/6/2020","9:25:00","0"
"79469","79469","INCIDENTE","PORTO VELHO","RO","SBPV","8/4/2020","1:57:00","0"
"79466","79466","INCIDENTE GRAVE","BAURU","SP","SBBU","8/3/2020","18:20:00","0"
"79467","79467","INCIDENTE GRAVE","SALVADOR","BA","SBSV","8/3/2020","20:10:00","0"
"79477","79477","INCIDENTE","CONFINS","MG","SBCF","8/3/2020","2:13:00","0"
"79465","79465","INCIDENTE GRAVE","CURITIBA","PR","SBBI","8/2/2020","20:30:00","0"
"79461","79461","INCIDENTE","RIO DE JANEIRO","RJ","***","7/31/2020","14:02:00","0"
"79468","79468","INCIDENTE","BELÉM","PA","***","7/31/2020","12:20:00","0"
"79460","79460","ACIDENTE","BRASÍLIA","DF","***","7/30/2020","13:35:00","0"
"79470","79470","INCIDENTE","SANTARÉM","PA","SBSN","7/30/2020","17:13:00","0"
"79471","79471","INCIDENTE","GUARULHOS","SP","SBGR","7/26/2020","13:00:00","0"
"79457","79457","ACIDENTE","GUABIRUBA","SC","***","7/25/2020","13:30:00","0"
"79498","79498","INCIDENTE GRAVE","PICOS","PI","SNPC","7/25/2020","18:50:00","0"
"79455","79455","ACIDENTE","ITAMARATI","AM","***","7/23/2020","17:30:00","0"
"79458","79458","ACIDENTE","SÃO JOÃO DEL REI","MG","***","7/22/2020","10:56:00","0"
"79449","79449","ACIDENTE","PATROCÍNIO","MG","***","7/21/2020","0:00:00","0"
"79450","79450","INCIDENTE","MANAUS","AM","SWFN","7/21/2020","20:00:00","0"
"79453","79453","INCIDENTE","VITÓRIA","ES","SBVT","7/21/2020","19:50:00","0"
"79727","79727","INCIDENTE","CAMPINAS","SP","SDAM","7/21/2020","19:00:00","0"
"79448","79448","INCIDENTE","CHAPADÃO DO SUL","MS","SDRV","7/20/2020","16:30:00","0"
"79451","79451","ACIDENTE","IBIÚNA","SP","***","7/20/2020","18:00:00","0"
"79447","79447","ACIDENTE","NÃO IDENTIFICADA","RO","***","7/19/2020","13:30:00","0"
"79445","79445","ACIDENTE","ALTA FLORESTA D'OESTE","RO","***","7/16/2020","18:30:00","0"
"79446","79446","ACIDENTE","ÁLVARES MACHADO","SP","SDEM","7/16/2020","13:30:00","1"
"79441","79441","INCIDENTE","CURITIBA","PR","SBBI","7/12/2020","16:14:00","0"
"79439","79439","INCIDENTE GRAVE","PIRACICABA","SP","SDPW","7/11/2020","19:50:00","0"
"79438","79438","INCIDENTE GRAVE","CURRALINHO","PA","***","7/10/2020","13:00:00","0"
"79440","79440","INCIDENTE","SAPEZAL","MT","SJIF","7/10/2020","21:15:00","0"
"79436","79436","ACIDENTE","GUARULHOS","SP","***","7/9/2020","20:30:00","2"
"79490","79490","ACIDENTE","SÃO JOÃO DO CAIUÁ","PR","***","7/9/2020","18:30:00","0"
"79437","79437","ACIDENTE","SÃO PAULO","SP","***","7/8/2020","21:09:00","0"
"79428","79428","INCIDENTE","CAMPINAS","SP","SBKP","7/7/2020","10:06:00","0"
"79431","79431","INCIDENTE","GUARULHOS","SP","SBGR","7/7/2020","13:40:00","0"
"79430","79430","ACIDENTE","RIO DE JANEIRO","RJ","***","7/6/2020","17:40:00","0"
"79424","79424","INCIDENTE","RIBEIRÃO PRETO","SP","SBRP","7/5/2020","20:16:00","0"
"79423","79423","ACIDENTE","CAJATI","SP","***","7/4/2020","12:05:00","2"
"79444","79444","INCIDENTE","NAVEGANTES","SC","SBNF","7/4/2020","11:29:00","0"
"79432","79432","ACIDENTE","RESERVA","PR","***","7/2/2020","18:30:00","0"
"79422","79422","INCIDENTE","NATAL","RN","SBSG","7/1/2020","13:40:00","0"
"79425","79425","INCIDENTE","RIO DE JANEIRO","RJ","SBJR","6/30/2020","14:25:00","0"
"79427","79427","INCIDENTE","VITÓRIA","ES","SBVT","6/30/2020","15:30:00","0"
"79429","79429","ACIDENTE","ARAPONGAS","PR","SSOG","6/26/2020","19:30:00","0"
"79414","79414","ACIDENTE","BIRITIBA-MIRIM","SP","SDIH","6/24/2020","13:50:00","0"
"79419","79419","INCIDENTE","GUARAPUAVA","PR","SSGG","6/24/2020","17:25:00","0"
"79415","79415","INCIDENTE","CAMARAGIBE","PE","***","6/23/2020","16:00:00","0"
"79434","79434","INCIDENTE","VITÓRIA","ES","***","6/23/2020","2:00:00","0"
"79406","79406","INCIDENTE","SOROCABA","SP","SDCO","6/21/2020","14:15:00","0"
"79420","79420","INCIDENTE","LONDRINA","PR","SBLO","6/21/2020","22:07:00","0"
"79407","79407","ACIDENTE","SÃO DESIDÉRIO","BA","***","6/20/2020","16:30:00","0"
"79412","79412","INCIDENTE GRAVE","QUADRA","SP","SIVQ","6/20/2020","20:00:00","0"
"79403","79403","INCIDENTE GRAVE","PAULÍNIA","SP","***","6/18/2020","16:17:00","0"
"79402","79402","INCIDENTE GRAVE","CAMPO MAGRO","PR","***","6/17/2020","18:30:00","0"
"79472","79472","INCIDENTE","ALTO ALEGRE","RR","SJYG","6/17/2020","22:10:00","0"
"79398","79398","INCIDENTE","BAURU","SP","SBBU","6/15/2020","18:20:00","0"
"79393","79393","INCIDENTE","LÁBREA","AM","SWLB","6/14/2020","16:00:00","0"
"79404","79404","ACIDENTE","TANGARÁ DA SERRA","MT","***","6/14/2020","12:35:00","0"
"79388","79388","INCIDENTE","SÃO PAULO","SP","SBMT","6/12/2020","23:41:00","0"
"79391","79391","INCIDENTE","SANTOS","SP","SBST","6/12/2020","19:30:00","0"
"79397","79397","ACIDENTE","CORRENTINA","BA","***","6/12/2020","9:10:00","3"
"79399","79399","INCIDENTE","BAURU","SP","SBBU","6/12/2020","17:35:00","0"
"79386","79386","INCIDENTE","BRAGANÇA PAULISTA","SP","SBBP","6/10/2020","15:00:00","0"
"79405","79405","ACIDENTE","DOURADOS","MS","***","6/10/2020","15:00:00","0"
"79380","79380","INCIDENTE","RIO DE JANEIRO","RJ","9PAA","6/9/2020","14:35:00","0"
"79384","79384","INCIDENTE","PORTO VELHO","RO","SBPV","6/9/2020","1:30:00","0"
"79385","79385","INCIDENTE GRAVE","OURILÂNDIA DO NORTE","PA","**NI","6/9/2020","19:50:00","0"
"79395","79395","INCIDENTE","GUARULHOS","SP","SBGR","6/9/2020","12:05:00","0"
"79400","79400","INCIDENTE","IBIRAMA","SC","***","6/9/2020","14:00:00","0"
"79383","79383","INCIDENTE","BELÉM","PA","SBBE","6/8/2020","19:03:00","0"
"79396","79396","INCIDENTE","LONDRINA","PR","SBLO","6/8/2020","16:47:00","0"
